Pear Tree Acre,Thorp Arch,r,53.909,-1.3425
Pear Tree Avenue,Bramley,r,53.425,-1.2706
Pear Tree Avenue,Coppull,r,53.6297,-2.6584
Pear Tree Avenue,Crewe,r,53.1124,-2.4496
Pear Tree Avenue,Ripley,r,53.0427,-1.4107
Pear Tree Avenue,Runcorn,r,53.327,-2.7150
Pear Tree Avenue,Selby,r,53.7453,-0.9789
Pear Tree Avenue,Upper Poppleton,r,53.9843,-1.1491
Pear Tree Bank,Congleton,r,53.1599,-2.2065
Pear Tree Barns,Marthall,r,53.2772,-2.3003
Pear Tree Close,Bamber Bridge,r,53.7344,-2.6663
Pear Tree Close,Bradford,r,53.7557,-1.7834
Pear Tree Close,Brighouse,r,53.7251,-1.7929
Pear Tree Close,Brinsworth,r,53.4013,-1.3573
Pear Tree Close,Clarborough,r,53.3461,-0.9060
Pear Tree Close,Epworth,r,53.5266,-0.8261
Pear Tree Close,Great Houghton,r,53.5556,-1.3544
Pear Tree Close,Hadfield,r,53.4598,-1.9808
Pear Tree Close,Heswall,r,53.3307,-3.0786
Pear Tree Close,Huntington,r,53.9961,-1.0581
Pear Tree Close,Killamarsh,r,53.3165,-1.3202
Pear Tree Close,Kingston upon Hull,r,53.7696,-0.3095
Pear Tree Close,Marple Bridge,r,53.4046,-2.0526
Pear Tree Close,Pontefract,r,53.6823,-1.3220
Pear Tree Close,Salford,r,53.486,-2.2850
Pear Tree Close,Shotton,r,53.2036,-3.0430
Pear Tree Close,Skeeby,r,54.4175,-1.6937
Pear Tree Close,Staveley,r,53.2596,-1.3835
Pear Tree Close,Waltham,r,53.5156,-0.1071
Pear Tree Close,Weaverham,r,53.2621,-2.5828
Pear Tree Close,Wesham,r,53.7899,-2.8829
Pear Tree Close,Wilberfoss,r,53.948,-0.8914
Pear Tree Close,Winsford,r,53.183,-2.5318
Pear Tree Close,Woodsetts,r,53.3464,-1.1728
Pear Tree Court,Aspull,r,53.5719,-2.5890
Pear Tree Court,Silsden,r,53.9164,-1.9373
Pear Tree Court,Thurnscoe,r,53.5473,-1.3188
Pear Tree Court,York,r,53.9611,-1.0767
Pear Tree Crescent,Bamber Bridge,r,53.7341,-2.6660
Pear Tree Croft,Longton,r,53.7253,-2.7891
Pear Tree Drive,Farnworth,r,53.5437,-2.4194
Pear Tree Drive,Higher Wincham,r,53.2857,-2.4656
Pear Tree Drive,Madeley,r,53.0021,-2.3471
Pear Tree Drive,Shirebrook,r,53.2122,-1.2223
Pear Tree Drive,Stalybridge,r,53.484,-2.0481
Pear Tree Field,Nantwich,r,53.0618,-2.5039
Pear Tree Gardens,Asenby,r,54.1727,-1.3884
Pear Tree Gardens,Barwick in Elmet,r,53.8276,-1.3917
Pear Tree Gardens,Little Broughton,r,54.6735,-3.4309
Pear Tree Grove,Tyldesley,r,53.5149,-2.4387
Pear Tree Lane,Acton Bridge,r,53.2774,-2.6147
Pear Tree Lane,Brooklands,r,52.9735,-2.7022
Pear Tree Lane,Chorley,r,53.6674,-2.6672
Pear Tree Lane,Dunnington,r,53.9637,-0.9867
Pear Tree Lane,Hemsworth,r,53.6137,-1.3561
Pear Tree Lane,Kirkhouse Green,r,53.6133,-1.0624
Pear Tree Lane,Newcastle-under-Lyme,r,53.0461,-2.2601
Pear Tree Mews,Huddersfield,r,53.6396,-1.8029
Pear Tree Park,Holme,r,54.2056,-2.7314
Pear Tree Road,Bamber Bridge,r,53.7053,-2.6420
Pear Tree Road,Huyton with Roby,r,53.4023,-2.8412
Pear Tree Road,Pilsley,r,53.1578,-1.3697
Pear Tree Road,Sheffield,r,53.4303,-1.4453
Pear Tree Road,Wood Lane,r,53.0488,-2.2859
Pear Tree Street,Bamber Bridge,r,53.7351,-2.6633
Pear Tree Walk,Malton,r,54.135,-0.8064
Pear Tree Way,Chester,r,53.2105,-2.8727
Pear Tree Way,Ellesmere Port,r,53.2601,-2.9249
Pear Tree Way,Penrith,r,54.6643,-2.7285
Peart Avenue,Woodley,r,53.4302,-2.0885
Peart Close,Sherburn,r,54.7751,-1.5041
Peart Place,Leeds,r,53.7442,-1.5322
Peart Road,Maryport,r,54.7081,-3.4968
Peart Street,Burnley,r,53.8095,-2.2324
Peart Street,Denton,r,53.4536,-2.1148
Peartree Avenue,Liverpool,r,53.4405,-2.8782
Peartree Avenue,Thurnscoe,r,53.5478,-1.3183
Peartree Avenue,Wingerworth,r,53.2032,-1.4398
Peartree Bank,Barrow-in-Furness,r,54.1205,-3.1872
Peartree Bungalows,Blackhall Mill,r,54.907,-1.8133
Peartree Close,Braithwaite,r,53.6041,-1.0670
Peartree Close,Frodsham,r,53.2991,-2.7115
Peartree Close,Lincoln,r,53.2204,-0.6011
Peartree Close,Sandbach,r,53.1435,-2.3425
Peartree Close,Selby,r,53.7923,-1.0440
Peartree Crescent,Newton-le-Willows,r,53.4481,-2.6257
Peartree Field Lane,Wakefield,r,53.6387,-1.2673
Peartree Gardens,Newcastle upon Tyne,r,54.9897,-1.5477
Peartree Lane,Ashfield,r,53.1557,-1.2849
Peartree Lane,Wrecsam - Wrexham,r,52.9676,-2.8453
Peartree Mews,Loversall,r,53.482,-1.1374
Peartree Orchard,Royston,r,53.6042,-1.4493
Peartree Park,Howden,r,53.7445,-0.8739
Peartree Place,Warrington,r,53.3837,-2.5838
Peartree Road,Croston,r,53.6669,-2.7733
