Hag Farm Road,Burley in Wharfedale,r,53.9029,-1.7559
Hag Fold,Wigan,a,53.5301,-2.4941
Hag Hill Lane,Kirklees,r,53.6098,-1.6225
Hag Lane,Calderdale,r,53.7413,-1.8604
Hag Lane,Hambleton,r,54.1199,-1.2585
Hag Lane,Hambleton,r,54.2498,-1.3285
Hag Lane,Ryedale,r,54.2234,-1.0736
Hag Lane,Youlton,r,54.0647,-1.2502
Hagg Bank Lane,Cheshire East,r,53.366,-2.0371
Hagg Hill,Sheffield,r,53.3879,-1.5224
Hagg Hill,Sheffield,r,53.4254,-1.5062
Hagg Lane,Amber Valley,r,53.0149,-1.5483
Hagg Lane,Bassetlaw,r,53.4367,-0.9895
Hagg Lane,County Durham,r,54.6987,-1.6483
Hagg Lane,Dunnington,r,53.9574,-0.9676
Hagg Lane,East Riding of Yorkshire,r,53.8666,-0.9326
Hagg Lane,East Riding of Yorkshire,r,53.8965,-0.9048
Hagg Lane,Hambleton,r,54.3005,-1.2818
Hagg Lane,Kirklees,r,53.6668,-1.6834
Hagg Lane,Newark and Sherwood,r,53.0347,-1.0171
Hagg Lane,Newark and Sherwood,r,53.2057,-0.8859
Hagg Lane,North Lincolnshire,r,53.5702,-0.8139
Hagg Lane,Selby,r,53.7796,-1.1987
Hagg Lane,Selby,r,53.7799,-0.9715
Hagg Lane,Selby,r,53.8045,-1.1420
Hagg Lane,Selby,r,53.903,-1.1680
Hagg Lane,Sheffield,r,53.3838,-1.5358
Hagg Lane,Wyre,r,53.8676,-2.8613
Hagg Road,Ryedale,r,54.2799,-0.9544
Hagg Side Lane,Ryedale,r,54.2446,-0.6331
Hagg Street,Colne,r,53.8524,-2.1767
Hagg Wood Road,Kirklees,r,53.5936,-1.7786
Haggard Road,Sheffield,r,53.4024,-1.4974
Haggate Crescent,Royton,r,53.5637,-2.1317
Haggate,Burnley,a,53.8136,-2.1954
Haggate,Oldham,a,53.5629,-2.1373
Haggate,Royton,r,53.5621,-2.1339
Haggbeck,Carlisle,h,55.0559,-2.8280
Haggersgate,Whitby,r,54.4878,-0.6148
Haggerston Close,Newcastle upon Tyne,r,55.003,-1.6794
Haggerston Court,Newcastle upon Tyne,r,55.0022,-1.6794
Haggerston Crescent,Newcastle upon Tyne,r,55.0025,-1.6800
Haggerston Road,Liverpool,r,53.4458,-2.9591
Haggerston Road,Northumberland,r,55.1205,-1.5430
Haggerston Terrace,Jarrow,r,54.9685,-1.4688
Haggerston,Northumberland,h,55.6863,-1.9406
Haggerstone Drive,Sunderland,r,54.915,-1.4549
Haggerstone Mews,Blaydon,r,54.9565,-1.7173
Hagget End Close,Egremont,r,54.4804,-3.5333
Haggie Avenue,Wallsend,r,54.9995,-1.5172
Haggitt Hill Lane,Hambleton,r,54.4388,-1.3383
Haggnook Wood,Ravenshead,r,53.0915,-1.1853
Haggroyd Lane,Brockholes,r,53.5948,-1.7783
Haggs Hill Road,Ossett,r,53.6776,-1.5596
Haggs Hill,Wakefield,a,53.6771,-1.5598
Haggs Lane,Cartmel,r,54.1958,-2.9388
Haggs Lane,County Durham,r,54.6295,-1.6831
Haggs Lane,Doncaster,r,53.6311,-1.1045
Haggs Lane,East Riding of Yorkshire,r,53.7666,-0.4356
Haggs Lane,Wakefield,r,53.6799,-1.5452
Haggs Road,Harrogate,r,53.9566,-1.4794
Haggstones Drive,Oughtibridge,r,53.4309,-1.5421
Haggstones Road,Sheffield,r,53.4292,-1.5395
Haggwood Walk,York,r,53.9084,-0.9781
Hagley Road,Salford,r,53.4678,-2.2801
Hague Avenue,Rawmarsh,r,53.4735,-1.3476
Hague Avenue,Renishaw,r,53.2968,-1.3332
Hague Avenue,Scarborough,r,54.2989,-0.4372
Hague Bar Road,New Mills,r,53.3657,-2.0100
Hague Bar,Hague Bar,r,53.3681,-2.0203
Hague Bar,High Peak,v,53.3684,-2.0226
Hague Bush Close,Golborne,r,53.478,-2.5715
Hague Crescent,Hemsworth,r,53.6065,-1.3462
Hague Fold Road,High Peak,r,53.37,-2.0220
Hague Lane,High Green,r,53.4712,-1.5017
Hague Lane,North East Derbyshire,r,53.2889,-1.3322
Hague Lane,Rotherham,r,53.4708,-1.4162
Hague Park Close,South Kirkby,r,53.595,-1.3232
Hague Park Coppice,South Kirkby,r,53.5962,-1.3237
Hague Park Drive,South Kirkby,r,53.5958,-1.3245
Hague Park Gardens,South Kirkby,r,53.5949,-1.3237
Hague Park Lane,South Kirkby,r,53.5954,-1.3237
Hague Park Walk,South Kirkby,r,53.5956,-1.3232
Hague Road,Manchester,r,53.4281,-2.2372
Hague Road,Tameside,r,53.4446,-2.0053
Hague Street,Ashton-under-Lyne,r,53.4925,-2.0844
Hague Street,High Peak,r,53.4334,-1.9449
Hague Street,Oldham,r,53.5489,-2.0762
Hague Terrace,Hemsworth,r,53.608,-1.3458
